%time,field.header.seq,field.header.stamp,field.header.frame_id,field.before_tracking,field.after_tracking,field.after_matching,field.after_ransac
1413394883055760500,7804,1413394883055760500,,13,13,13,13
1413394883105760500,7805,1413394883105760500,,13,13,13,13
1413394883155760500,7806,1413394883155760500,,13,13,13,13
1413394883205760500,7807,1413394883205760500,,13,13,13,13
1413394883255760500,7808,1413394883255760500,,13,13,13,13
1413394883305760500,7809,1413394883305760500,,14,14,14,14
1413394883355760500,7810,1413394883355760500,,14,14,14,14
1413394883405760500,7811,1413394883405760500,,14,14,14,14
1413394883455760500,7812,1413394883455760500,,14,14,14,14
1413394883505760500,7813,1413394883505760500,,14,14,14,14
1413394883555760500,7814,1413394883555760500,,14,14,14,14
1413394883605760500,7815,1413394883605760500,,14,14,14,14
1413394883655760500,7816,1413394883655760500,,14,14,14,13
1413394883705760500,7817,1413394883705760500,,15,15,15,15
1413394883755760500,7818,1413394883755760500,,15,15,15,15
1413394883805760500,7819,1413394883805760500,,15,15,15,15
1413394883855760500,7820,1413394883855760500,,15,15,14,14
1413394883905760500,7821,1413394883905760500,,14,14,14,14
1413394883955760500,7822,1413394883955760500,,14,14,14,14
1413394884005760500,7823,1413394884005760500,,14,14,14,14
1413394884055760500,7824,1413394884055760500,,14,14,14,14
1413394884105760500,7825,1413394884105760500,,14,14,14,14
1413394884155760500,7826,1413394884155760500,,14,14,14,14
1413394884205760500,7827,1413394884205760500,,14,14,14,14
1413394884255760500,7828,1413394884255760500,,14,14,14,14
1413394884305760500,7829,1413394884305760500,,14,14,14,14
1413394884355760500,7830,1413394884355760500,,15,15,14,13
1413394884405760500,7831,1413394884405760500,,14,14,14,13
1413394884455760500,7832,1413394884455760500,,14,14,14,14
1413394884505760500,7833,1413394884505760500,,14,14,14,13
1413394884555760500,7834,1413394884555760500,,15,15,15,14
1413394884605760500,7835,1413394884605760500,,15,15,15,15
1413394884655760500,7836,1413394884655760500,,15,15,15,14
1413394884705760500,7837,1413394884705760500,,15,15,15,15
1413394884755760500,7838,1413394884755760500,,15,15,14,13
1413394884805760500,7839,1413394884805760500,,14,14,14,14
1413394884855760500,7840,1413394884855760500,,14,14,14,14
1413394884905760500,7841,1413394884905760500,,14,14,14,14
1413394884955760500,7842,1413394884955760500,,14,14,14,14
1413394885005760500,7843,1413394885005760500,,14,14,14,13
1413394885055760500,7844,1413394885055760500,,14,14,14,14
1413394885105760500,7845,1413394885105760500,,14,14,13,13
1413394885155760500,7846,1413394885155760500,,13,13,13,13
1413394885205760500,7847,1413394885205760500,,13,13,13,13
1413394885255760500,7848,1413394885255760500,,13,13,13,13
1413394885305760500,7849,1413394885305760500,,13,13,13,13
1413394885355760500,7850,1413394885355760500,,13,13,13,13
1413394885405760500,7851,1413394885405760500,,13,13,13,13
1413394885455760500,7852,1413394885455760500,,13,13,13,13
1413394885505760500,7853,1413394885505760500,,13,13,13,13
1413394885555760500,7854,1413394885555760500,,13,13,13,13
1413394885605760500,7855,1413394885605760500,,14,14,14,13
1413394885655760500,7856,1413394885655760500,,14,14,14,13
1413394885705760500,7857,1413394885705760500,,14,14,13,13
1413394885755760500,7858,1413394885755760500,,13,13,13,13
1413394885805760500,7859,1413394885805760500,,13,13,13,13
1413394885855760500,7860,1413394885855760500,,13,13,13,13
1413394885905760500,7861,1413394885905760500,,13,13,13,12
1413394885955760500,7862,1413394885955760500,,14,14,14,13
1413394886005760500,7863,1413394886005760500,,14,14,14,14
1413394886055760500,7864,1413394886055760500,,14,14,14,13
1413394886105760500,7865,1413394886105760500,,14,14,14,13
1413394886155760500,7866,1413394886155760500,,14,14,14,14
1413394886205760500,7867,1413394886205760500,,14,14,14,14
1413394886255760500,7868,1413394886255760500,,14,14,14,14
1413394886305760500,7869,1413394886305760500,,14,14,14,14
1413394886355760500,7870,1413394886355760500,,14,14,13,13
1413394886405760500,7871,1413394886405760500,,14,14,13,13
1413394886455760500,7872,1413394886455760500,,14,14,13,13
1413394886505760500,7873,1413394886505760500,,13,13,13,13
1413394886555760500,7874,1413394886555760500,,13,13,13,13
1413394886605760500,7875,1413394886605760500,,13,13,13,13
1413394886655760500,7876,1413394886655760500,,13,13,13,13
1413394886705760500,7877,1413394886705760500,,14,14,14,14
1413394886755760500,7878,1413394886755760500,,14,14,13,13
1413394886805760500,7879,1413394886805760500,,13,13,13,13
1413394886855760500,7880,1413394886855760500,,13,13,13,13
1413394886905760500,7881,1413394886905760500,,14,14,14,14
1413394886955760500,7882,1413394886955760500,,14,14,14,14
1413394887005760500,7883,1413394887005760500,,14,14,14,14
1413394887055760500,7884,1413394887055760500,,14,14,13,12
1413394887105760500,7885,1413394887105760500,,14,14,14,13
1413394887155760500,7886,1413394887155760500,,14,13,13,13
1413394887205760500,7887,1413394887205760500,,15,15,14,14
1413394887255760500,7888,1413394887255760500,,14,14,14,14
1413394887305760500,7889,1413394887305760500,,15,15,14,14
1413394887355760500,7890,1413394887355760500,,16,16,14,14
1413394887405760500,7891,1413394887405760500,,16,16,13,13
1413394887455760500,7892,1413394887455760500,,14,14,14,14
1413394887505760500,7893,1413394887505760500,,16,16,15,15
1413394887555760500,7894,1413394887555760500,,15,15,14,14
1413394887605760500,7895,1413394887605760500,,14,14,14,14
1413394887655760500,7896,1413394887655760500,,15,15,15,15
1413394887705760500,7897,1413394887705760500,,15,15,14,14
1413394887755760500,7898,1413394887755760500,,14,14,14,14
1413394887805760500,7899,1413394887805760500,,14,14,14,14
1413394887855760500,7900,1413394887855760500,,16,16,14,13
1413394887905760500,7901,1413394887905760500,,16,16,14,13
1413394887955760500,7902,1413394887955760500,,16,16,14,14
1413394888005760500,7903,1413394888005760500,,16,16,15,14
1413394888055760500,7904,1413394888055760500,,14,14,13,12
1413394888105760500,7905,1413394888105760500,,14,14,14,14
1413394888155760500,7906,1413394888155760500,,16,16,15,15
1413394888205760500,7907,1413394888205760500,,16,16,16,15
1413394888255760500,7908,1413394888255760500,,17,17,15,15
1413394888305760500,7909,1413394888305760500,,15,15,15,13
1413394888355760500,7910,1413394888355760500,,14,14,13,13
1413394888405760500,7911,1413394888405760500,,14,14,13,13
1413394888455760500,7912,1413394888455760500,,13,13,12,12
1413394888505760500,7913,1413394888505760500,,14,14,13,13
1413394888555760500,7914,1413394888555760500,,14,14,13,13
1413394888605760500,7915,1413394888605760500,,13,13,13,13
1413394888655760500,7916,1413394888655760500,,13,13,12,12
1413394888705760500,7917,1413394888705760500,,12,12,12,12
1413394888755760500,7918,1413394888755760500,,12,12,11,10
1413394888805760500,7919,1413394888805760500,,14,14,13,12
1413394888855760500,7920,1413394888855760500,,14,14,14,14
1413394888905760500,7921,1413394888905760500,,13,13,13,13
1413394888955760500,7922,1413394888955760500,,16,16,15,14
1413394889005760500,7923,1413394889005760500,,15,15,15,15
1413394889055760500,7924,1413394889055760500,,18,18,18,16
1413394889105760500,7925,1413394889105760500,,18,18,17,17
1413394889155760500,7926,1413394889155760500,,18,18,17,15
1413394889205760500,7927,1413394889205760500,,15,15,13,13
1413394889255760500,7928,1413394889255760500,,17,17,11,7
1413394889305760500,7929,1413394889305760500,,10,10,8,2
1413394889355760500,7930,1413394889355760500,,5,5,5,3
1413394889405760500,7931,1413394889405760500,,8,8,5,4
1413394889455760500,7932,1413394889455760500,,4,4,3,3
