%time,field.header.seq,field.header.stamp,field.header.frame_id,field.before_tracking,field.after_tracking,field.after_matching,field.after_ransac
1403638518177829500,7769,1403638518177829500,,35,8,0,0
1403638518227829500,7770,1403638518227829500,,22,22,22,22
1403638518277829500,7771,1403638518277829500,,24,24,23,23
1403638518327829500,7772,1403638518327829500,,24,24,24,24
1403638518377829500,7773,1403638518377829500,,24,24,23,23
1403638518427829500,7774,1403638518427829500,,24,24,23,23
1403638518477829500,7775,1403638518477829500,,24,24,24,24
1403638518527829500,7776,1403638518527829500,,24,24,24,24
1403638518577829500,7777,1403638518577829500,,24,24,24,23
1403638518627829500,7778,1403638518627829500,,24,24,24,23
1403638518677829500,7779,1403638518677829500,,24,24,24,24
1403638518727829500,7780,1403638518727829500,,24,24,24,24
1403638518777829500,7781,1403638518777829500,,24,24,24,21
1403638518827829500,7782,1403638518827829500,,24,24,24,24
1403638518877829500,7783,1403638518877829500,,24,24,24,24
1403638518927829500,7784,1403638518927829500,,24,24,24,24
1403638518977829500,7785,1403638518977829500,,24,24,24,24
1403638519027829500,7786,1403638519027829500,,24,24,24,24
1403638519077829500,7787,1403638519077829500,,24,24,24,24
1403638519127829500,7788,1403638519127829500,,24,24,24,24
1403638519177829500,7789,1403638519177829500,,24,24,24,23
1403638519227829500,7790,1403638519227829500,,24,24,24,24
1403638519277829500,7791,1403638519277829500,,24,24,24,24
1403638519327829500,7792,1403638519327829500,,24,24,24,22
1403638519377829500,7793,1403638519377829500,,24,24,24,24
1403638519427829500,7794,1403638519427829500,,24,24,24,24
1403638519477829500,7795,1403638519477829500,,24,24,23,23
1403638519527829500,7796,1403638519527829500,,24,24,24,24
1403638519577829500,7797,1403638519577829500,,24,24,24,24
1403638519627829500,7798,1403638519627829500,,24,24,24,24
1403638519677829500,7799,1403638519677829500,,24,24,24,24
1403638519727829500,7800,1403638519727829500,,24,24,24,24
1403638519777829500,7801,1403638519777829500,,24,24,24,23
1403638519827829500,7802,1403638519827829500,,24,24,24,24
1403638519877829500,7803,1403638519877829500,,24,24,24,24
1403638519927829500,7804,1403638519927829500,,24,24,24,24
1403638519977829500,7805,1403638519977829500,,24,24,24,23
1403638520027829500,7806,1403638520027829500,,24,24,24,23
1403638520077829500,7807,1403638520077829500,,24,24,24,24
1403638520127829500,7808,1403638520127829500,,24,24,24,24
1403638520177829500,7809,1403638520177829500,,24,24,24,24
1403638520227829500,7810,1403638520227829500,,24,24,24,24
1403638520277829500,7811,1403638520277829500,,24,24,24,24
1403638520327829500,7812,1403638520327829500,,24,24,24,24
1403638520377829500,7813,1403638520377829500,,24,24,24,24
1403638520427829500,7814,1403638520427829500,,24,24,24,24
1403638520477829500,7815,1403638520477829500,,24,24,23,23
1403638520527829500,7816,1403638520527829500,,24,24,24,24
1403638520577829500,7817,1403638520577829500,,24,24,24,24
1403638520627829500,7818,1403638520627829500,,24,24,24,23
1403638520677829500,7819,1403638520677829500,,24,24,24,24
1403638520727829500,7820,1403638520727829500,,24,24,23,23
1403638520777829500,7821,1403638520777829500,,24,24,24,24
1403638520827829500,7822,1403638520827829500,,24,24,24,24
1403638520877829500,7823,1403638520877829500,,24,24,24,24
1403638520927829500,7824,1403638520927829500,,24,24,24,24
1403638520977829500,7825,1403638520977829500,,24,24,24,24
1403638521027829500,7826,1403638521027829500,,24,24,24,24
1403638521077829500,7827,1403638521077829500,,24,24,24,24
1403638521127829500,7828,1403638521127829500,,24,24,24,24
1403638521177829500,7829,1403638521177829500,,24,24,24,22
1403638521227829500,7830,1403638521227829500,,25,25,23,22
1403638521277829500,7831,1403638521277829500,,24,24,23,23
1403638521327829500,7832,1403638521327829500,,24,24,24,24
1403638521377829500,7833,1403638521377829500,,24,24,23,23
1403638521427829500,7834,1403638521427829500,,24,24,24,24
